STATE,T-time,Altitude (ft AGL),raw time (ms),av bay temperature (C),barometer temp (C),air pressure (kPa),altitude (m),raw altitude (m),,x acceleration (m/s^2),y acceleration (m/s^2),z acceleration (m/s^2),x magnetic force (gauss),y magnetic force (gauss),z magnetic force (gauss),x gyro (dps),y gyro (dps),z gyro (dps),gps lat,gps long,gps speed,gps angle,gps altitude,gps fix,gps fix quality,gps satellites,gps antenna status,error flags
0,20.542,2958.1,1684189,23,21.9877,909.2198,901.6233,1007.7426,,18.9942,-9.8776,79.2862,65.7995,-41.1576,-61.4148,0.1292,2.1487,1.5375,0,0,0,0,0,0,0,0,0,0
0,20.604,2935.5,1684251,23,21.9895,909.9778,894.7531,1000.8724,,2.7709,-11.4784,28.879,64.4402,-44.0807,-61.1079,-2.2865,-4.0006,0.9352,0,0,0,0,0,0,0,0,0,0
0,20.669,2914.2,1684316,23,21.9927,910.6968,888.2396,994.3589,,-23.6889,-0.3015,38.3546,49.5323,-54.9108,-52.1777,-4.2761,-5.1029,-0.9707,0,0,0,0,0,0,0,0,0,0
0,20.731,2904.9,1684378,23,21.9944,911.0096,885.4074,991.5267,,-18.743,-1.9525,13.4094,43.803,-67.7141,-38.9214,-4.602,-3.3485,-2.6182,0,0,0,0,0,0,0,0,0,0
0,20.797,2893.0,1684444,23,21.9982,911.4088,881.794,987.9133,,-7.0564,0.804,-6.2381,45.5422,-81.5697,-23.0488,-4.4355,-3.0262,-2.9178,0,0,0,0,0,0,0,0,0,0
0,20.859,2875.3,1684506,23,22.001,912.0061,876.3901,982.5094,,8.2265,1.2993,-13.1868,53.0839,-88.3806,-6.5039,-3.4975,-3.0412,-3.0238,0,0,0,0,0,0,0,0,0,0
0,20.921,2857.7,1684568,23.0625,22.0047,912.5989,871.0299,977.1492,,15.7424,5.8433,-17.8241,61.9848,-90.7191,5.4955,-2.2452,-3.0042,-2.6438,0,0,0,0,0,0,0,0,0,0
0,20.987,2841.9,1684634,23.0625,22.0084,913.1337,866.1965,972.3158,,15.0174,8.7936,-17.415,72.6104,-90.6752,13.8118,-1.0977,-2.6747,-1.7889,0,0,0,0,0,0,0,0,0,0
0,21.048,2833.3,1684695,23.0625,22.0107,913.4229,863.5847,969.704,,13.8042,9.4756,-11.6363,79.9328,-89.8568,15.4633,-0.434,-2.113,-0.7978,0,0,0,0,0,0,0,0,0,0
0,21.114,2826.4,1684761,23.0625,22.0124,913.6547,861.489,967.6083,,18.5133,10.1001,-10.2724,84.2736,-88.7752,17.2172,-0.0211,-1.4755,0.2541,0,0,0,0,0,0,0,0,0,0
0,21.176,2817.1,1684823,23,22.0139,913.968,858.6609,964.7802,,15.7424,9.7986,-11.1553,84.5075,-89.2721,15.8433,0.1677,-0.963,1.2147,0,0,0,0,0,0,0,0,0,0
0,21.238,2807.5,1684885,23,22.0165,914.2946,855.7122,961.8315,,13.0505,9.4899,-14.2636,82.5928,-89.6375,15.8726,0.4126,-0.5348,2.1585,0,0,0,0,0,0,0,0,0,0
0,21.304,2796.4,1684951,23,22.0189,914.6691,852.3316,958.4509,,5.0608,12.6844,-6.073,76.4543,-90.4268,14.2064,0.4655,-0.529,2.7733,0,0,0,0,0,0,0,0,0,0
0,21.366,2783.9,1685013,23,22.0194,915.0889,848.5457,954.665,,-2.1248,7.7671,-4.6301,70.3742,-89.4329,13.6217,0.4578,-0.6949,2.9795,0,0,0,0,0,0,0,0,0,0
0,21.428,2775.6,1685075,23,22.0191,915.3719,845.9925,952.1118,,-14.3282,10.8682,-1.9956,65.1125,-86.9336,12.9348,-0.0244,-1.0944,2.6777,0,0,0,0,0,0,0,0,0,0
0,21.494,2772.9,1685141,23,22.0192,915.4609,845.1901,951.3094,,-22.605,11.4784,-0.0072,61.4294,-83.2359,15.3025,-0.722,-1.8598,1.8836,0,0,0,0,0,0,0,0,0,0
0,21.555,2770.5,1685202,23,22.0187,915.5417,844.4606,950.5799,,-14.2134,6.6544,-1.9382,62.0433,-78.3251,20.1257,-1.5327,-2.3292,0.9423,0,0,0,0,0,0,0,0,0,0
0,21.622,2767.3,1685269,23,22.0185,915.6509,843.4769,949.5962,,-13.1151,9.1167,-12.0311,66.1795,-73.7796,26.615,-1.7929,-2.6374,-0.0174,0,0,0,0,0,0,0,0,0,0
0,21.684,2769.2,1685331,23,22.0183,915.5886,844.0393,950.1586,,-13.2443,0.3015,-45.1382,74.8758,-69.0003,31.3943,-1.2333,-4.098,-0.7498,0,0,0,0,0,0,0,0,0,0
0,21.746,2773.7,1685393,23,22.0174,915.4342,845.4305,951.5499,,-3.4313,5.7858,-15.9362,87.8106,-66.2526,30.9412,-1.0073,-4.9446,-1.1442,0,0,0,0,0,0,0,0,0,0
0,21.812,2780.4,1685459,23,22.0176,915.209,847.4612,953.5805,,-1.9813,9.5689,-17.3288,102.3093,-63.3733,25.9281,-0.2236,-5.7003,-2.1964,0,0,0,0,0,0,0,0,0,0
0,21.874,2780.5,1685521,23,22.0165,915.2043,847.5037,953.623,,-2.3689,-2.1966,-14.6656,116.9395,-60.4355,12.6717,1.7275,-6.634,-2.9841,0,0,0,0,0,0,0,0,0,0
0,21.94,2765.3,1685587,23,22.0151,915.7198,842.8555,948.9749,,7.8532,3.984,-18.6784,124.9781,-53.8147,-10.0409,3.2437,-6.7907,-2.6102,0,0,0,0,0,0,0,0,0,0
0,22.002,2744.5,1685649,23,22.0137,916.4239,836.5102,942.6295,,6.195,-11.9306,-18.7645,122.9757,-47.15,-29.2751,5.0861,-6.7345,-1.1176,0,0,0,0,0,0,0,0,0,0
0,22.064,2733.0,1685711,23,22.013,916.8112,833.0203,939.1396,,12.2321,-9.0305,-1.005,112.3356,-37.5913,-45.7176,5.4211,-6.4061,0.8161,0,0,0,0,0,0,0,0,0,0
0,22.13,2731.7,1685777,23,22.0119,916.8557,832.6199,938.7393,,4.4865,-13.4453,10.5739,100.8769,-28.6904,-52.8793,4.4312,-6.313,2.8298,0,0,0,0,0,0,0,0,0,0
0,22.192,2725.9,1685839,23,22.011,917.0527,830.8455,936.9648,,7.7312,-0.1005,8.2265,90.8214,-22.5519,-54.8378,2.4432,-5.5812,3.7299,0,0,0,0,0,0,0,0,0,0
0,22.258,2717.0,1685905,23,22.0101,917.3546,828.1283,934.2476,,-35.6196,1.9023,29.9199,84.8144,-20.4619,-55.8316,0.547,-2.496,1.821,0,0,0,0,0,0,0,0,0,0
0,22.32,2711.2,1685967,23,22.0089,917.5492,826.3762,932.4955,,-28.4411,5.6207,15.9793,81.1312,-20.6519,-56.0947,0.0791,-0.4768,-1.3109,0,0,0,0,0,0,0,0,0,0
0,22.382,2707.6,1686029,22.9375,22.0103,917.6698,825.2913,931.4106,,-14.3354,-2.7278,6.1161,76.9073,-18.5326,-55.5685,0.5675,0.1848,-3.3167,0,0,0,0,0,0,0,0,0,0
0,22.448,2704.9,1686095,22.9375,22.0107,917.764,824.4427,930.562,,-10.6672,-4.7306,10.5811,68.8834,-17.1441,-54.5601,1.0003,-1.0846,-4.2394,0,0,0,0,0,0,0,0,0,0
0,22.51,2696.9,1686157,22.9375,22.0119,918.0334,822.0187,928.1381,,-4.3214,-8.3557,6.9918,61.0494,-17.6703,-52.9377,1.1209,-0.0785,-4.5742,0,0,0,0,0,0,0,0,0,0
0,22.572,2689.8,1686219,22.9375,22.0136,918.2751,819.8446,925.9639,,-7.0564,-10.416,11.6004,53.3031,-20.6226,-51.7685,1.1805,0.1772,-4.8408,0,0,0,0,0,0,0,0,0,0
0,22.638,2687.2,1686285,22.9375,22.0153,918.364,819.0449,925.1642,,-2.9145,-11.1194,6.2094,48.1,-26.1619,-50.7892,1.0476,0.6799,-5.0012,0,0,0,0,0,0,0,0,0,0
0,22.7,2685.2,1686347,22.9375,22.0173,918.432,818.4338,924.5531,,4.8742,-6.1161,8.7721,45.1476,-34.3467,-51.1839,0.4652,0.9704,-4.6725,0,0,0,0,0,0,0,0,0,0
0,22.766,2680.6,1686413,22.9375,22.0193,918.5877,817.0336,923.1529,,9.2961,6.0156,11.7512,45.4838,-42.9553,-53.0254,-0.0541,0.8372,-3.5455,0,0,0,0,0,0,0,0,0,0
0,22.828,2674.4,1686475,22.9375,22.0216,918.797,815.1508,921.2701,,20.6668,3.2877,25.2969,47.6469,-49.7515,-53.9024,-0.1045,0.5962,-2.2571,0,0,0,0,0,0,0,0,0,0
0,22.89,2668.4,1686537,23,22.0239,919.001,813.3184,919.4377,,5.2834,6.2309,2.1535,48.8454,-53.2154,-54.6331,-0.1274,0.6671,-1.0394,0,0,0,0,0,0,0,0,0,0
0,22.956,2662.4,1686603,23,22.026,919.2023,811.5078,917.6271,,7.0708,6.0586,6.8411,50.6869,-54.6478,-54.6039,0.0678,0.7358,-0.1035,0,0,0,0,0,0,0,0,0,0
0,23.018,2655.8,1686665,23,22.0268,919.4279,809.4815,915.6008,,-1.4859,3.4887,5.1613,51.4323,-54.3993,-55.6562,0.2728,0.409,0.5702,0,0,0,0,0,0,0,0,0,0
0,23.081,2641.8,1686728,22.9375,22.0275,919.9025,805.2165,911.3358,,1.0122,4.7952,13.2586,51.0377,-52.0608,-56.9132,0.223,0.2724,1.215,0,0,0,0,0,0,0,0,0,0
0,23.159,2635.5,1686806,22.9375,22.0288,920.1163,803.2963,909.4156,,-4.9962,1.0409,14.7302,52.0462,-48.7431,-57.264,0.1973,0.515,1.74,0,0,0,0,0,0,0,0,0,0
0,23.221,2627.9,1686868,22.9375,22.0279,920.374,800.9834,907.1027,,-4.8311,-0.5456,9.7627,52.8354,-44.4461,-58.3163,0.1381,0.8314,1.9777,0,0,0,0,0,0,0,0,0,0
0,23.286,2620.1,1686933,22.9375,22.0273,920.6404,798.5914,904.7108,,-4.4219,-1.6152,11.9665,56.4455,-41.5229,-58.4917,0.0968,1.1689,2.1386,0,0,0,0,0,0,0,0,0,0
0,23.348,2610.7,1686995,23,22.0267,920.9587,795.7347,901.854,,-4.7306,2.1679,19.669,59.6901,-38.7314,-60.5086,0.11,1.325,2.2061,0,0,0,0,0,0,0,0,0,0
0,23.41,2601.4,1687057,23,22.0266,921.2737,792.9077,899.027,,-6.9057,-2.3115,9.2387,64.9956,-36.7729,-61.1225,0.259,1.3967,2.2342,0,0,0,0,0,0,0,0,0,0
0,23.476,2591.1,1687123,23,22.0271,921.6226,789.7789,895.8982,,-2.211,-2.9575,10.5523,69.5995,-34.3905,-62.2625,0.3549,1.5418,2.2144,0,0,0,0,0,0,0,0,0,0
0,23.538,2579.5,1687185,23,22.0271,922.0198,786.2167,892.336,,-5.0824,-3.4098,12.4259,76.4396,-32.6659,-61.5025,0.6069,1.715,2.1163,0,0,0,0,0,0,0,0,0,0
0,23.604,2572.5,1687251,23,22.0273,922.2574,784.0869,890.2062,,-2.4479,-1.5793,6.6544,82.7974,-32.052,-60.9763,0.7456,1.5858,1.8341,0,0,0,0,0,0,0,0,0,0
0,23.7,2564.6,1687347,23,22.0272,922.5237,781.7005,887.8198,,5.793,-4.7809,11.342,90.456,-30.3128,-57.9947,0.9239,1.2095,1.5818,0,0,0,0,0,0,0,0,0,0
0,23.762,2559.5,1687409,23,22.0226,922.6984,780.1354,886.2548,,3.4241,-2.9432,7.1067,94.8553,-29.8305,-55.5393,0.9881,0.7773,1.3531,0,0,0,0,0,0,0,0,0,0
0,23.828,2555.5,1687475,22.9375,22.0212,922.8339,778.9208,885.0401,,0.7322,-0.4379,7.7169,97.6469,-28.822,-53.0254,0.92,0.5629,1.1029,0,0,0,0,0,0,0,0,0,0
0,23.89,2552.9,1687537,22.9375,22.0209,922.9244,778.1099,884.2292,,0.3302,-1.4429,4.2209,99.9415,-28.0035,-51.8416,0.916,0.39,0.8702,0,0,0,0,0,0,0,0,0,0
0,23.951,2549.7,1687598,22.9375,22.0208,923.0305,777.16,883.2794,,3.3523,-2.3545,8.729,101.2716,-27.8866,-50.6139,0.7059,-0.2199,0.6445,0,0,0,0,0,0,0,0,0,0
0,24.017,2547.1,1687664,22.9375,22.0214,923.1191,776.3663,882.4857,,2.4766,-2.2899,7.6307,101.4031,-27.112,-51.4031,0.5421,-0.3552,0.4429,0,0,0,0,0,0,0,0,0,0
0,24.079,2543.0,1687726,23,22.0211,923.2598,775.1061,881.2254,,7.1282,-2.1033,16.7904,100.9939,-27.2727,-50.5846,0.3473,-0.6286,0.2712,0,0,0,0,0,0,0,0,0,0
0,24.145,2538.8,1687792,23,22.0211,923.4036,773.8185,879.9379,,3.6754,-0.9547,9.7484,98.4215,-26.3519,-52.1631,0.1732,-1.0247,0.179,0,0,0,0,0,0,0,0,0,0
0,24.207,2533.2,1687854,23,22.0211,923.5949,772.1053,878.2246,,-2.3904,-2.1176,12.067,95.3376,-27.1996,-54.1508,-0.0706,-1.1939,0.0843,0,0,0,0,0,0,0,0,0,0
0,24.269,2527.7,1687916,23,22.0209,923.7808,770.4404,876.5598,,0.2154,-1.8736,20.2361,92.6776,-27.8135,-55.817,-0.2385,-0.8522,-0.0489,0,0,0,0,0,0,0,0,0,0
0,24.335,2521.0,1687982,23,22.0197,924.0089,768.3998,874.5192,,-8.3629,0.524,12.3829,91.2599,-29.4358,-56.957,-0.7892,0.142,-0.281,0,0,0,0,0,0,0,0,0,0
0,24.397,2514.5,1688044,23,22.0179,924.2312,766.4106,872.5299,,10.5667,-2.1823,26.8546,92.6484,-31.6428,-56.767,-1.482,0.9044,-0.5455,0,0,0,0,0,0,0,0,0,0
0,24.463,2507.4,1688110,23,22.0176,924.4708,764.2668,870.3862,,7.4154,-5.8002,19.2814,91.6106,-36.5683,-58.9448,-2.0806,-1.6041,-0.817,0,0,0,0,0,0,0,0,0,0
0,24.525,2501.3,1688172,23,22.0172,924.6805,762.3905,868.5098,,-2.0028,-5.4126,24.5504,83.5282,-42.7799,-61.9702,-2.3619,-3.3466,-1.4844,0,0,0,0,0,0,0,0,0,0
0,24.587,2493.3,1688234,22.9375,22.0177,924.9532,759.9523,866.0716,,-3.8548,-8.004,14.7446,73.0488,-50.6139,-62.014,-2.3118,-3.6518,-2.2608,0,0,0,0,0,0,0,0,0,0
0,24.653,2482.6,1688300,22.9375,22.0188,925.3159,756.7094,862.8287,,-9.6622,-6.6185,17.415,65.2295,-59.3101,-59.4271,-2.076,-2.5427,-3.1328,0,0,0,0,0,0,0,0,0,0
0,24.715,2469.6,1688362,22.9375,22.0208,925.7596,752.744,858.8633,,-10.1145,-10.6385,13.273,64.0748,-68.4449,-55.4224,-1.8528,-1.2721,-3.8335,0,0,0,0,0,0,0,0,0,0
0,24.778,2461.6,1688425,22.9375,22.0244,926.0338,750.2933,856.4127,,-16.6469,-9.2746,13.2945,68.8249,-76.9658,-50.8185,-1.9432,-0.1613,-4.339,0,0,0,0,0,0,0,0,0,0
0,24.844,2454.4,1688491,22.9375,22.0288,926.2808,748.0874,854.2067,,-2.0243,-14.3354,15.9793,78.9974,-83.879,-46.0684,-2.4334,1.16,-4.4874,0,0,0,0,0,0,0,0,0,0
0,24.906,2448.0,1688553,22.9375,22.0332,926.499,746.1387,852.258,,-2.8427,-10.2509,13.4524,92.1806,-87.6498,-37.3283,-2.9911,1.7633,-4.1414,0,0,0,0,0,0,0,0,0,0
0,24.972,2438.6,1688619,22.9375,22.0397,926.8182,743.2883,849.4077,,5.8935,-5.9797,4.9101,104.2678,-87.1967,-25.3288,-3.6429,1.985,-3.6765,0,0,0,0,0,0,0,0,0,0
0,25.034,2430.5,1688681,23,22.046,927.0965,740.804,846.9233,,9.2818,-10.4662,12.7274,112.8471,-82.5051,-11.3417,-3.9593,1.7987,-3.0128,0,0,0,0,0,0,0,0,0,0
0,25.096,2422.4,1688743,23,22.0529,927.3701,738.3616,844.481,,28.6708,-9.5258,-1.9167,116.8518,-72.7857,1.0669,-4.656,1.8454,-2.23,0,0,0,0,0,0,0,0,0,0
0,25.162,2416.5,1688809,23,22.0587,927.5718,736.5626,842.6819,,21.0688,-7.279,-11.7727,116.5449,-62.6717,11.8094,-4.4505,2.0568,-1.1044,0,0,0,0,0,0,0,0,0,0
0,25.224,2414.4,1688871,23,22.0633,927.6451,735.9084,842.0277,,21.6718,-2.4335,-22.0738,113.6802,-52.2362,19.2195,-3.9349,2.6512,-0.0098,0,0,0,0,0,0,0,0,0,0
0,25.29,2409.8,1688937,23,22.0666,927.8036,734.4944,840.6137,,11.1338,2.5914,-24.3996,107.8194,-44.8699,25.0804,-2.6887,3.5586,1.135,0,0,0,0,0,0,0,0,0,0
0,25.352,2408.4,1688999,23,22.0688,927.8485,734.094,840.2133,,4.4004,1.5075,-25.1246,98.5384,-41.3329,30.3128,-1.3778,3.7675,1.7462,0,0,0,0,0,0,0,0,0,0
0,25.415,2410.7,1689062,23,22.0701,927.7728,734.7693,840.8887,,-2.4407,1.9095,-22.7414,89.886,-40.3537,34.0544,0.1197,3.1738,1.5986,0,0,0,0,0,0,0,0,0,0
0,25.481,2410.2,1689128,23,22.0715,927.7877,734.6368,840.7561,,-4.063,2.0961,-23.8253,81.9205,-43.116,37.0944,1.3002,2.3161,1.003,0,0,0,0,0,0,0,0,0,0
0,25.543,2407.6,1689190,23,22.071,927.8763,733.8458,839.9651,,-4.6947,2.5412,-13.3591,76.4981,-47.53,37.5621,1.919,1.463,0.2795,0,0,0,0,0,0,0,0,0,0
0,25.605,2402.6,1689252,23,22.0715,928.0484,732.3121,838.4314,,-4.6516,0.0646,-16.8838,74.0427,-53.9901,36.3052,2.3732,0.423,-0.3928,0,0,0,0,0,0,0,0,0,0
0,25.671,2396.9,1689318,23,22.0713,928.2442,730.5654,836.6847,,-3.8189,3.5246,-10.8036,74.6419,-62.014,34.1859,2.507,-0.2984,-1.0345,0,0,0,0,0,0,0,0,0,0
0,25.733,2390.5,1689380,23,22.0706,928.4608,728.6347,834.754,,-2.9432,3.6036,-6.4606,78.2227,-69.7165,32.3882,2.5385,-0.8577,-1.5259,0,0,0,0,0,0,0,0,0,0
0,25.799,2382.5,1689446,22.9375,22.0694,928.7354,726.186,832.3053,,-6.2524,7.7384,-2.6632,83.1482,-76.5419,27.3897,2.1765,-1.1063,-1.9633,0,0,0,0,0,0,0,0,0,0
0,25.861,2374.3,1689508,22.9375,22.0676,929.0153,723.6921,829.8115,,-1.4716,4.6732,5.0249,90.266,-80.0351,22.5373,1.6481,-1.2575,-2.1322,0,0,0,0,0,0,0,0,0,0
0,25.923,2367.6,1689570,22.9375,22.0673,929.2451,721.644,827.7633,,5.8074,6.4678,6.1089,96.5361,-80.8536,18.898,0.9499,-1.328,-2.1606,0,0,0,0,0,0,0,0,0,0
0,25.989,2361.0,1689636,22.9375,22.0663,929.4714,719.6284,825.7477,,9.9494,6.7406,6.2022,102.967,-79.0851,15.8141,0.1509,-1.3879,-2.0904,0,0,0,0,0,0,0,0,0,0
0,26.051,2355.3,1689698,22.9375,22.0647,929.6647,717.9072,824.0266,,7.7025,3.74,3.1513,109.7486,-75.3288,13.1248,-0.4044,-1.6289,-1.9105,0,0,0,0,0,0,0,0,0,0
0,26.117,2349.5,1689764,22.9375,22.0651,929.866,716.1145,822.2338,,10.1575,6.1735,3.1298,114.7033,-70.3742,9.354,-0.9365,-2.0559,-1.5858,0,0,0,0,0,0,0,0,0,0
0,26.179,2339.7,1689826,22.9375,22.0668,930.1995,713.1451,819.2645,,21.0186,4.8024,3.8046,118.4157,-65.171,4.9839,-1.3378,-2.2324,-1.2535,0,0,0,0,0,0,0,0,0,0
0,26.24,2327.0,1689887,22.9375,22.069,930.636,709.2608,815.3801,,13.919,2.0602,-2.333,122.1134,-60.874,-0.5262,-1.5501,-2.7978,-0.9539,0,0,0,0,0,0,0,0,0,0
0,26.306,2313.5,1689953,22.9375,22.071,931.0979,705.1516,811.2709,,17.3719,4.5296,1.0624,123.6042,-57.337,-7.3517,-1.8185,-2.773,-0.6994,0,0,0,0,0,0,0,0,0,0
0,26.368,2302.2,1690015,22.9375,22.0738,931.4852,701.7069,807.8262,,19.2957,0.481,0.8758,123.9258,-55.3639,-15.8433,-1.8964,-3.0607,-0.5764,0,0,0,0,0,0,0,0,0,0
0,26.43,2291.6,1690077,22.9375,22.0774,931.8496,698.4678,804.5871,,12.9643,1.2921,4.3358,122.698,-54.5747,-25.0658,-1.876,-2.9505,-0.5592,0,0,0,0,0,0,0,0,0,0
0,26.496,2288.7,1690143,23,22.081,931.9481,697.5927,803.712,,15.685,2.3186,9.4612,119.3803,-55.2762,-33.4405,-1.8302,-3.0959,-0.5592,0,0,0,0,0,0,0,0,0,0
0,26.558,2288.8,1690205,23,22.0846,931.9427,697.64,803.7593,,7.9825,0.3517,0.0933,115.0541,-57.2201,-40.7922,-1.6573,-3.2935,-0.4838,0,0,0,0,0,0,0,0,0,0
0,26.624,2289.1,1690271,23,22.0881,931.9331,697.7258,803.8452,,8.1476,1.1198,9.0736,108.8863,-59.1055,-47.3692,-1.4899,-3.3824,-0.4508,0,0,0,0,0,0,0,0,0,0
0,26.686,2286.7,1690333,23,22.0901,932.0156,696.9926,803.1119,,1.3783,1.7587,11.2774,101.6516,-62.014,-53.4493,-1.4325,-3.3564,-0.4478,0,0,0,0,0,0,0,0,0,0
0,26.748,2280.8,1690395,23,22.0914,932.2184,695.1899,801.3093,,5.3192,1.6798,7.1498,93.2622,-64.8202,-56.8693,-1.3262,-3.4606,-0.38,0,0,0,0,0,0,0,0,0,0
0,26.814,2272.6,1690461,23,22.0927,932.5,692.6884,798.8077,,3.2734,3.0867,10.258,84.2005,-68.2403,-57.4686,-1.3182,-3.5763,-0.215,0,0,0,0,0,0,0,0,0,0
0,26.876,2265.4,1690523,23,22.0925,932.7466,690.4982,796.6175,,2.6919,1.5362,10.861,74.9635,-72.1134,-55.7439,-1.3894,-3.5613,-0.0959,0,0,0,0,0,0,0,0,0,0
0,26.942,2259.1,1690589,23,22.0916,932.9629,688.5772,794.6965,,-2.3115,1.7013,6.8483,66.0333,-76.1619,-51.4908,-1.4975,-3.5116,0.0046,0,0,0,0,0,0,0,0,0,0
0,27.004,2256.5,1690651,23,22.089,933.0527,687.7789,793.8983,,-0.5527,1.3496,8.8726,58.1555,-78.9681,-45.2353,-1.5831,-3.3772,0.1634,0,0,0,0,0,0,0,0,0,0
0,27.065,2255.4,1690712,23,22.0863,933.0905,687.4445,793.5638,,-0.481,1.4859,8.7147,52.7916,-81.0143,-36.4367,-1.7675,-2.9407,0.2776,0,0,0,0,0,0,0,0,0,0
0,27.131,2249.8,1690778,23,22.0839,933.2825,685.7396,791.8589,,-6.3099,2.9145,-0.5671,48.9184,-83.0751,-25.8989,-1.8983,-2.7706,0.27,0,0,0,0,0,0,0,0,0,0
0,27.193,2243.4,1690840,23,22.0814,933.5034,683.7788,789.8981,,-5.1757,2.7852,1.3496,47.0769,-83.1628,-16.311,-2.0656,-2.6741,0.2608,0,0,0,0,0,0,0,0,0,0
0,27.255,2238.1,1690902,23,22.0792,933.6858,682.1598,788.2791,,-5.6279,0.7035,0.9691,46.8576,-82.4467,-6.007,-2.0531,-2.8607,0.1301,0,0,0,0,0,0,0,0,0,0
0,27.321,2235.0,1690968,23,22.0776,933.7925,681.2128,787.3321,,-5.8935,2.1105,-9.2315,49.4446,-80.0205,6.4455,-2.036,-3.2978,-0.0308,0,0,0,0,0,0,0,0,0,0
0,27.383,2232.1,1691030,23,22.076,933.8918,680.331,786.4503,,1.5793,1.1342,-12.7274,55.2178,-77.0681,16.2379,-1.8854,-3.7938,-0.23,0,0,0,0,0,0,0,0,0,0
0,27.449,2230.1,1691096,23,22.0743,933.9603,679.7233,785.8426,,-1.8449,-2.5484,-17.0417,64.9079,-73.3996,25.3873,-1.5873,-4.3875,-0.5113,0,0,0,0,0,0,0,0,0,0
0,27.511,2227.7,1691158,23,22.0742,934.0419,678.9995,785.1188,,-1.8808,5.6064,-13.3591,76.8927,-70.2134,30.342,-1.314,-4.5048,-0.7355,0,0,0,0,0,0,0,0,0,0
0,27.572,2227.9,1691219,23,22.0733,934.0356,679.0554,785.1747,,7.3077,-0.3876,-11.2989,87.5183,-67.1587,30.6343,-0.7648,-4.0952,-0.7181,0,0,0,0,0,0,0,0,0,0
0,27.639,2223.4,1691286,23,22.0728,934.188,677.7034,783.8228,,14.7159,4.3502,-16.2018,99.8538,-64.9079,26.9512,-0.6307,-3.7904,-0.5733,0,0,0,0,0,0,0,0,0,0
0,27.701,2220.6,1691348,23,22.0709,934.2839,676.8539,782.9733,,7.3723,0.2154,-11.4138,107.4832,-62.9494,21.2365,-0.6558,-3.2904,-0.3027,0,0,0,0,0,0,0,0,0,0
0,27.767,2217.7,1691414,23,22.0707,934.3861,675.9465,782.0659,,8.2768,1.0481,-7.0708,113.8264,-61.7509,15.6679,-0.576,-2.6738,0.022,0,0,0,0,0,0,0,0,0,0
0,27.829,2213.0,1691476,23,22.0714,934.548,674.5104,780.6297,,7.4584,-1.0265,0.28,117.3195,-61.0786,10.0994,-0.6799,-2.1105,0.2908,0,0,0,0,0,0,0,0,0,0
0,27.89,2203.7,1691537,23,22.0725,934.8679,671.675,777.7944,,8.3127,1.4142,-4.1779,118.6495,-61.5902,6.5332,-0.8494,-1.8812,0.4701,0,0,0,0,0,0,0,0,0,0
0,27.956,2195.5,1691603,22.9375,22.0747,935.1485,669.1868,775.3062,,9.1454,0.6245,-10.6816,120.0526,-61.7217,2.4116,-0.9536,-1.2672,0.5944,0,0,0,0,0,0,0,0,0,0
0,28.018,2183.3,1691665,22.9375,22.0769,935.5675,665.4741,771.5934,,5.8289,0.4522,-4.3214,121.0172,-62.8325,-0.5846,-1.0599,-1.2333,0.5953,0,0,0,0,0,0,0,0,0,0
0,28.08,2169.3,1691727,22.9375,22.0811,936.0515,661.1875,767.3068,,14.6225,-0.7394,0.8758,120.798,-64.2648,-2.7039,-1.2199,-1.3335,0.6423,0,0,0,0,0,0,0,0,0,0
0,28.146,2156.4,1691793,22.9375,22.0863,936.4922,657.2844,763.4037,,8.4491,-1.4859,1.608,121.1342,-64.8787,-5.5832,-1.2159,-1.2868,0.5611,0,0,0,0,0,0,0,0,0,0
0,28.208,2144.4,1691855,22.9375,22.0905,936.9067,653.6165,759.7358,,13.4453,1.3352,-2.7852,120.8711,-66.2379,-8.6963,-1.3989,-1.2834,0.514,0,0,0,0,0,0,0,0,0,0
0,28.274,2133.6,1691921,22.9375,22.095,937.2788,650.3227,756.442,,5.3839,-0.201,5.5131,120.4472,-68.1818,-11.5171,-1.3357,-1.7236,0.4084,0,0,0,0,0,0,0,0,0,0
0,28.336,2124.2,1691983,22.9375,22.099,937.6021,647.4638,753.5831,,5.7069,-3.3093,4.0845,119.7311,-69.2634,-14.9956,-1.3989,-1.8604,0.2602,0,0,0,0,0,0,0,0,0,0
0,28.398,2118.3,1692045,22.9375,22.1014,937.8078,645.6439,751.7632,,11.9952,1.5362,2.0674,119.3657,-70.0965,-16.7495,-1.4053,-1.6756,0.0577,0,0,0,0,0,0,0,0,0,0
0,28.464,2115.0,1692111,22.9375,22.1042,937.9214,644.6397,750.759,,7.279,1.7515,1.9741,118.9272,-70.418,-20.2426,-1.3292,-1.7596,-0.1741,0,0,0,0,0,0,0,0,0,0
0,28.526,2115.4,1692173,22.9375,22.1063,937.9054,644.7808,750.9001,,8.5711,0.28,5.348,117.7141,-70.7688,-23.5896,-1.1661,-1.7681,-0.391,0,0,0,0,0,0,0,0,0,0
0,28.592,2117.4,1692239,22.9375,22.107,937.8386,645.3713,751.4907,,6.3242,1.7587,2.1894,117.5095,-69.9941,-26.0889,-0.9838,-1.675,-0.6429,0,0,0,0,0,0,0,0,0,0
0,28.655,2119.1,1692302,22.9375,22.1083,937.7798,645.8911,752.0104,,5.391,1.7228,6.2955,116.7495,-69.3657,-29.0558,-0.792,-1.5485,-0.7981,0,0,0,0,0,0,0,0,0,0
